"sku","_store","_attribute_set","_type","_category","_product_websites","name","description","short_description","weight","news_from_date","news_to_date","status","url_key","visibility","gift_message_available","price","special_price","special_from_date","special_to_date","cost","tax_class_id","enable_googlecheckout","meta_title","meta_keyword","meta_description","allow_open_amount","open_amount_max","giftcard_type","is_redeemable","use_config_is_redeemable","lifetime","use_config_lifetime","allow_message","use_config_allow_message","email_template","use_config_email_template","activation_information","base_price_amount","base_price_base_amount","base_price_base_unit","base_price_unit","base_price_use","color","computer_manufacturers","contrast_ratio","country_of_manufacture","country_orgin","cpu_speed","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","designeditor_theme_id","dimension","finish","gallery","gender","harddrive_speed","hardrive","has_options","image","image_label","in_depth","is_imported","manufacturer","max_resolution","megapixels","memory","metal","model","msrp","msrp_display_actual_price_type","msrp_enabled","open_amount_min","options_container","package_type","page_layout","processor","ram_size","required_options","response_time","room","screensize","shape","shirt_size","shoe_size","shoe_type","size","small_image","small_image_label","style","thumbnail","thumbnail_label","type","updated_at","url_path","_additional_image","_additional_image_label","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","_giftcard_amounts_website","_giftcard_amounts_amount","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_custom_option_store","_custom_option_type","_custom_option_title","_custom_option_is_required","_custom_option_price","_custom_option_sku","_custom_option_max_characters","_custom_option_sort_order","_custom_option_row_title","_custom_option_row_price","_custom_option_row_sku","_custom_option_row_sort","_super_products_sku","_super_attribute_code","_super_attribute_option","_super_attribute_price_corr"
"","","","","PHOTO PENDANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Black & White - enameling in black & white and high detail","","","","","","",""
"","","","","SHOP BY STYLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Colour - enameling in full vibrant colour and high detail","","","","","","",""
"","","","","SHOP BY MATERIAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","NB! Please provide good quality photos as they are essential ( JPEG, JPG, PDF, TIF, GIF format )","1","","","","6","I am sending photos via e-mail to info@photo-images.net","0.0000","","1","","","",""
"","","","","SHOP BY SHAPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I am sending photos via regular post to 182 Queens Road, WD17 2NT","0.0000","","2","","","",""
"","","","","CLEARANCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","I am sending photos via regular post to 182 Queens Road, WD17 2NT","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","area","My instructions ( only man from photo etc)","0","0.0000","","0","5","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I also need a chain with my pendant","1","","","","4","18 inch 9ct Gold Prince of Wales chain","39.9500","CHAIN9CT","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No, I have my own chain","0.0000","","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","No, I have my own chain","","","","","","",""
"G503D","","Default","simple","SHOP BY MATERIAL/9ct Gold Photo Pendants","base","9ct Gold Oval Photo Pendant with Diamond Encrusted Frame","<p><span style=""font-size: medium; font-family: georgia, palatino;""><strong>Custom photo engraved pendant in solid 9ct Gold with Diamond encrusted frame</strong></span></p>
<ul id=""mf114"">
<li id=""mf115""><span id=""mf116"" style=""font-family: georgia, palatino; font-size: medium;"">23x27 mm</span></li>
<li id=""mf115""><span style=""font-family: georgia, palatino; font-size: medium;""><span id=""mf117"">14x17 mm</span><br id=""mf118"" /></span></li>
<li id=""mf119""><span id=""mf120"" style=""font-family: georgia, palatino; font-size: medium;"">9,5 g (gold weight only)</span></li>
<li id=""mf119""><span style=""font-family: georgia, palatino; font-size: medium;"">0,25ct diamonds</span></li>
<li id=""mf121""><span id=""mf122"" style=""font-family: georgia, palatino; font-size: medium;"">with elegant gift box</span></li>
</ul>
<p id=""mf123""><span id=""mf124"" style=""font-family: georgia, palatino; font-size: medium;"">Ready in <strong>5</strong><strong id=""mf108"">&nbsp;working days</strong>&nbsp;or sooner</span></p>
<ul>
</ul>
<ul>
</ul>
<ul>
</ul>","<p>Material: 9ct Gold<br />Shape: oval<br />Size: medium<br /><br /></p>","9.5000","2011-09-13 00:00:00","2012-05-01 00:00:00","1","oval-photo-pendant-gold-503-diamond","4","0","265.9500","215.9500","2011-09-14 00:00:00","2015-09-30 00:00:00","","2","0","9ct Gold Oval Photo Pendant with Diamond Encrusted Frame","gold photo pendant, gold photo pendant, 9ct gold photo pendants, 9ct gold photo charms, 9ct gold photo charms, 9ct gold picture pendant, gold photo jewellery, ","Get personal photo engraved on our solid 9ct Gold pendant, with UK Hallmark, lifetime warranty and fast shipping all across UK. Customize order with message on reverse and more...","","","","","","","","","","","","","9.5000","","KG __long","KG __long","No","","","","","","","2012-05-16 10:28:05","","","","","11","","","","","","","1","/p/h/photo-pendant-9ct-gold-503-diamonds.jpg","","","Yes","","","","","9CT Y","","","Use config","Use config","","Block after Info Column","","2 columns with right bar","","","1","","","","OVAL","","","","MED","/p/h/photo-pendant-9ct-gold-503-diamonds.jpg","","SEMI","/p/h/photo-pendant-9ct-gold-503-diamonds.jpg","","PENDANT","2014-11-24 11:07:10","oval-photo-pendant-gold-503-diamond.html","","","0.0000","0","1","0","0","1","1.0000","1","10000","1","0","1","1","1","0","1","1","1","1","0","","","","","","","","","","","","","","","","","radio","I have a photo with multiple people or several separate photos","1","","","","2","No thanks, only 1 person / 1 photo","0.0000","","1","","","",""
"","","","","SHOP BY MATERIAL/9ct Gold Photo Pendants/Oval Photo Pendants in 9ct Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2 people / 2 photos","15.0000","2PHOTO","2","","","",""
"","","","","PHOTO ENGRAVED PENDANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","2 people / 2 photos","","","","","","",""
"","","","","PHOTO ENGRAVED PENDANTS/Gold Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I choose the following finish ","1","","","","1","Laser - lasering in high detail with a delicate finish","0.0000","","1","","","",""
"","","","","SHOP BY SHAPE/Oval Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black & White - enameling in black & white and high detail","0.0000","","2","","","",""
"","","","","SHOP BY STYLE/Deluxe Framed Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Colour - enameling in full vibrant colour and high detail","0.0000","","3","","","",""
"","","","","PHOTO PENDANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Black & White - enameling in black & white and high detail","","","","","","",""
"","","","","SHOP BY STYLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Colour - enameling in full vibrant colour and high detail","","","","","","",""
"","","","","SHOP BY MATERIAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","NB! Please provide good quality photos as they are essential ( JPEG, JPG, PDF, TIF, GIF format )","1","","","","6","I am sending photos via e-mail to info@photo-images.net","0.0000","","1","","","",""
"","","","","SHOP BY SHAPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I am sending photos in via regular post to 86 Langley Way, WD17 3EF ","0.0000","","2","","","",""
"","","","","CLEARANCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","I am sending photos in via regular post to 86 Langley Way, WD17 3EF ","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","area","My instructions ( only man from photo etc)","0","0.0000","","0","5","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I also need a chain with my pendant","1","","","","4","18 inch 9ct Gold Prince of Wales chain","39.9500","CHAIN9CT","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No, I have my own chain","0.0000","","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","No, I have my own chain","","","","","","",""
"G501CZ","","Default","simple","SHOP BY MATERIAL/9ct Gold Photo Pendants","base","9ct Gold Round Photo Pendant with Zirconium Frame","<p><span style=""font-size: medium; font-family: georgia, palatino;""><strong>Custom photo engraved pendant in solid 9ct Gold with Zirconium Frame</strong></span></p>
<ul id=""mf114"">
<li id=""mf115""><span id=""mf116"" style=""font-family: georgia, palatino; font-size: medium;"">23mm diameter</span></li>
<li id=""mf115""><span style=""font-family: georgia, palatino; font-size: medium;""><span id=""mf117"">17 mm photo area</span><br id=""mf118"" /></span></li>
<li id=""mf119""><span id=""mf120"" style=""font-family: georgia, palatino; font-size: medium;"">4,1 g (gold weight only)</span></li>
<li id=""mf121""><span id=""mf122"" style=""font-family: georgia, palatino; font-size: medium;"">with elegant gift box</span></li>
</ul>
<p id=""mf123""><span id=""mf124"" style=""font-family: georgia, palatino; font-size: medium;"">Ready in <strong>5</strong><strong id=""mf108"">&nbsp;working days</strong>&nbsp;or sooner</span></p>
<ul>
</ul>
<ul>
</ul>
<ul>
</ul>","<p>Material: 9ct Gold<br />Shape: round<br />Size: small<br /><br /></p>","4.0000","2011-09-13 00:00:00","2012-05-01 00:00:00","1","round-photo-pendant-gold-501-circonium","4","0","205.9500","175.9500","2011-09-14 00:00:00","2015-09-30 00:00:00","","2","0","9ct Gold Round Photo Pendant with Circonium Frame","gold photo pendant, gold photo pendant, 9ct gold photo pendants, 9ct gold photo charms, 9ct gold photo charms, 9ct gold picture pendant, gold photo jewellery, ","Get personal photo engraved on our solid 9ct Gold pendant, with UK Hallmark, lifetime warranty and fast shipping all across UK. Customize order with message on reverse and more...","","","","","","","","","","","","","4.0000","","KG __long","KG __long","No","","","","","","","2012-05-16 10:42:36","","","","","11","","","","","","","1","/p/h/photo-pendant-9ct-gold-501-zirconium.jpg","","","Yes","","","","","9CT Y","","","Use config","Use config","","Block after Info Column","","2 columns with right bar","","","1","","","","CIRCLE","","","","SMALL","/p/h/photo-pendant-9ct-gold-501-zirconium.jpg","","SEMI","/p/h/photo-pendant-9ct-gold-501-zirconium.jpg","","PENDANT","2014-03-03 15:20:42","round-photo-pendant-gold-501-circonium.html","","","1.0000","0","1","0","0","1","1.0000","1","10000","1","1","1","1","1","0","0","1","1","1","0","","","","","","","412","0","","","","","","","","","radio","I have a photo with multiple people or several separate photos","1","","","","2","No thanks, only 1 person / 1 photo","0.0000","","1","","","",""
"","","","","SHOP BY MATERIAL/9ct Gold Photo Pendants/Round Photo Pendants in 9ct Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411","0","","","","","","","","","","","","","","","","2 people / 2 photos","15.0000","2PHOTO","2","","","",""
"","","","","PHOTO ENGRAVED PENDANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G501SD","0","","","","","","","","default","","","","","","","","2 people / 2 photos","","","","","","",""
"","","","","PHOTO ENGRAVED PENDANTS/Gold Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","G501D","0","","","","","","","","","radio","I choose the following finish ","1","","","","1","Laser - lasering in high detail with a delicate finish","0.0000","","1","","","",""
"","","","","SHOP BY SHAPE/Round Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black & White - enameling in black & white and high detail","0.0000","","2","","","",""
"","","","","SHOP BY STYLE/Deluxe Framed Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Colour - enameling in full vibrant colour and high detail","0.0000","","3","","","",""
"","","","","PHOTO PENDANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Black & White - enameling in black & white and high detail","","","","","","",""
"","","","","SHOP BY STYLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","Colour - enameling in full vibrant colour and high detail","","","","","","",""
"","","","","SHOP BY MATERIAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","NB! Please provide good quality photos as they are essential ( JPEG, JPG, PDF, TIF, GIF format )","1","","","","6","I am sending photos via e-mail to info@photo-images.net","0.0000","","1","","","",""
"","","","","SHOP BY SHAPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I am sending photos via regular post to 182 Queens Road, WD17 2NT","0.0000","","2","","","",""
"","","","","CLEARANCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","I am sending photos via regular post to 182 Queens Road, WD17 2NT","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","area","My instructions ( only man from photo etc)","0","0.0000","","0","5","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","radio","I also need a chain with my pendant","1","","","","4","18 inch 9ct Gold Prince of Wales chain","39.9500","CHAIN9CT","1","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No, I have my own chain","0.0000","","2","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","default","","","","","","","","No, I have my own chain","","","","","","",""
"photo-pendant--9ct-gold-circle-medium--incl--1-picture-","","Default","simple","","base","Photo Pendant, 9ct Gold Circle Medium (incl. 1 picture)","Photo Pendant in 9ct Gold - Medium Circle  (26mm)

Select 1 personal picture*, old or new, to have engraved on our high quality 9ct gold pendant

* 1 person or 2 people close together on picture (no composition changes)






Our photo pendants are professionally diamond cut and come with UK Hallmark, complete with a stylish pendant bail designed to fit large chains. 

Photo pendant can be in a colour, ultra (black & white) or digital finish. For ultra and colour imaging good quality photos are essential as quality of the engraving depends on picture quality.  Please try to send good definition pictures (between 2-3MB) in  JPEG, TIFF or PDF format. Alternatively you can send an image to us directly via post. 


Delivery within 10 days of receipt of order or quicker* 

* subject to availability).











","Photo Pendant, 9ct Gold Circle Medium (incl. 1 picture)","","","","1","photo-pendant-9ct-gold-circle-medium-incl-1-picture","1","","94.9500","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0000-00-00 00:00:00","","","","","","","","","","","","0","","","","","","","","","9CT Y","","","","","","Block after Info Column","","","","","0","","","","","","","","","","","","","","","2012-05-23 23:07:22","photo-pendant-9ct-gold-circle-medium-incl-1-picture.html","/m2epro/$(KGrHqR,!hoE1hdiq1PsBNZkQSn2og~~_1.jpg","","3.0000","0","1","0","0","1","1.0000","1","10000","1","1","1","1","0","1","0","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"silver-oval-photo-pendant--small--incl--1-picture-","","Default","simple","SHOP BY MATERIAL/Silver Photo Pendants/Oval Photo Pendants in Silver","base","Silver Oval Photo Pendant, Small (incl. 1 picture)","
Photo Engraved Pendant in Sterling Silver - Small Oval  (17x22mm)

Select 1 personal picture *, old or new, to have engraved on our high quality Sterling Silver pendant

* 1 person or 2 people close together on picture (no composition changes)






Our photo pendants are professionally diamond cut and come with UK Hallmark, complete with a stylish pendant bail designed to fit large chains. Photo pendant can be in colour, ultra (black & white) or digital finish. For ultra and colour imaging good quality photos are essential as quality of the engraving depends on picture quality. Please send pictures via email to info@photo-images.net (between 2-3MB) in  JPEG, TIFF or PDF format. Alternatively you can send an image to us via regular post. 


Delivery: within 11-12 days of receipt of order or quicker* 

* subject to availability









","Silver Oval Photo Pendant, Small (incl. 1 picture)","","","","1","silver-oval-photo-pendant-small-incl-1-picture","1","","44.9500","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","0000-00-00 00:00:00","","","","","","","","","","","","0","","","","","","","","","SILVER","","","","","","Block after Info Column","","","","","0","","","","OVAL","","","","SMALL","","","","","","","2012-06-11 20:03:47","silver-oval-photo-pendant-small-incl-1-picture.html","/m2epro/$(KGrHqYOKjQE0jY20Vf7BNcRZ7Qetw~~_1.jpg","","10.0000","0","1","0","0","1","1.0000","1","10000","1","1","1","1","0","1","0","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","PHOTO ENGRAVED PENDANTS/Silver Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","SHOP BY SHAPE/Oval Photo Pendants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
